证券代码,证券简称,上市日期,首次ST时间,time,status,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
002291.SZ,星期六,2009年9月3日,2020年1月1日,3772,0,0.5535,1.6227,1.1304,1.1812,2.7137,1.6227,0.597,1.9961,13.2915,0.6245,3.8396,0.5029,0.4896,1.8386,0.7652,50.6529,2.9514,0.1177,1.0265,-6.7256,104.99,0.6113,-3.4851,-72212554.28,0.1221,6.1872,0.02,3.7512,-0.181,2.3804
002292.SZ,奥飞娱乐,2009年9月10日,2020年1月1日,3765,0,-22.4799,-62.4112,-59.5713,-57.3779,-24.9191,-62.4112,-41.5916,4.6052,9.2477,1.0339,2.0925,1.9126,0.3774,1.0478,0.6989,40.1785,1.1317,0.3227,0.6716,9.6795,-2567.6693,-17.861,-20.052,66594780.61,0.0273,1.096,-1.2,2.888,0.0491,1.5457
002308.SZ,威创股份,2009年11月27日,2020年1月1日,3687,0,3.8728,17.1117,14.517,18.1905,4.6379,17.1117,4.4504,4.6791,2.8667,0.6398,1.2847,2.5583,0.2668,3.2183,2.8445,19.6367,1.7205,2.154,0.2443,24.7951,-11.2556,3.2371,3.637,-21886508.55,0.1806,3.5457,0.17,3.9109,-0.024,1.623
002326.SZ,永太科技,2009年12月22日,2020年1月1日,3662,0,6.8889,15.2941,13.0785,14.379,9.1566,15.2941,14.6818,4.802,1.9955,1.3556,4.0182,3.6983,0.5267,0.8371,0.6245,52.4331,0.9791,0.2986,1.1023,113.6995,130.3049,12.496,13.3783,-40286898.5,0.2065,10.8249,0.54,3.6681,-0.0491,1.187
002338.SZ,奥普光电,2010年1月15日,2020年1月1日,3638,0,4.5216,12.2589,11.4493,14.2702,4.6621,12.2589,4.9951,2.7095,2.0834,0.5671,1.6032,0.9753,0.3949,12.2513,7.8025,9.9236,1.7205,3.2656,0.1102,11.6148,-14.4372,4.298,2.924,-30203437.16,0.0778,0.7723,0.17,3.4034,-0.1258,1.062
002350.SZ,北京科锐,2010年2月3日,2020年1月1日,3619,0,3.2936,4.8047,4.1893,4.6253,3.7311,4.8047,5.8596,2.2511,5.2189,1.106,5.0984,3.6007,0.7862,1.6746,1.2958,48.8215,1.7205,0.4143,0.9539,74.4322,31.0841,43.439,22.3358,244758311.8,-0.0131,-0.6417,0.2138,3.4901,0.4893,1.6499
002358.SZ,森源电气,2010年2月10日,2020年1月1日,3612,0,3.1076,11.7557,10.2652,12.9622,4.5209,11.7557,5.5801,0.8193,2.6433,0.4013,2.9048,2.6777,0.3027,1.5846,1.4248,45.7242,2.5729,0.2398,0.8424,59.8147,-37.022,3.0907,8.7032,-1124906960,-0.1935,-8.848,0.3,5.4221,-1.2099,2.5711
300064.SZ,豫金刚石,2010年3月26日,2020年1月1日,3568,0,0.9885,6.3618,7.4471,9.0351,2.2528,6.3618,1.3888,1.6138,0.6132,0.242,1.0288,2.3034,0.1327,2.038,1.8514,27.4993,8.7023,0.358,0.3793,62.4949,-58.3976,1.0345,5.5108,-636652734.5,-0.1757,-4.8322,0.0799,5.7545,-0.5281,3.9423
002388.SZ,新亚制程,2010年4月13日,2020年1月1日,3550,0,1.1628,3.3139,2.6096,2.7901,2.2604,3.3139,2.8065,3.0266,4.9769,0.5563,1.6628,4.2037,0.4456,2.2417,1.9122,35.2522,1.7205,0.7567,0.5445,47.0991,-56.0715,-5.9653,-7.3869,-165562289.4,-0.3224,-11.3639,0.0638,2.275,-0.3286,0.9437
300068.SZ,南都电源,2010年4月21日,2020年1月1日,3542,0,1.0335,1.2171,1.5109,1.5576,1.8738,1.2171,3.9188,4.1571,3.5582,1.1967,9.1887,2.3009,0.684,1.3076,0.6764,51.4693,1.7006,0.1842,1.0606,56.4707,-70.8928,1.721,16.3982,-376013731.5,0.038,1.9561,0.28,7.038,-0.4285,4.4979
002392.SZ,北京利尔,2010年4月23日,2020年1月1日,3540,0,6.3696,13.3846,10.4393,12.745,8.4249,13.3846,9.6832,2.9349,7.1459,0.8122,2.6854,2.9331,0.6102,2.2372,1.8192,33.4142,1.7205,1.0129,0.5018,81.1099,101.3954,9.2473,-2.5168,141100353.2,-0.0233,-0.7781,0.2798,2.8894,0.1185,0.8296
002403.SZ,爱仕达,2010年5月11日,2020年1月1日,3522,0,2.9606,4.625,4.0894,4.5785,4.0296,4.625,6.6958,4.5924,4.6786,1.3637,9.2993,2.6703,0.724,1.542,1.0225,51.8268,3.0697,0.3629,1.0758,45.3032,-17.7079,0.5398,7.587,-4401408.43,0.0582,3.0188,0.42,6.3392,-0.0126,3.5551
300088.SZ,长信科技,2010年5月26日,2020年1月1日,3507,0,8.6336,8.7289,7.5485,8.4408,10.4509,8.7289,14.6607,6.6006,3.3324,2.6731,4.1824,14.8678,1.1437,1.0893,0.9574,47.4267,4.2451,0.481,0.9021,141.156,32.4483,11.4127,24.5209,625722206.8,0.1704,8.0805,0.31,2.1126,0.2722,0.1112
002426.SZ,胜利精密,2010年6月8日,2020年1月1日,3494,0,-3.9757,-5.2244,-4.226,-4.3833,-2.3268,-5.2244,-9.0927,4.7724,4.2762,1.6741,5.053,6.9907,0.9408,1.0377,0.7655,55.9095,1.2532,0.1514,1.2681,196.7274,-258.9558,-9.2747,-0.087,-2432085666,0.0284,1.5906,-0.2102,2.3095,-0.7067,1.1227
002429.SZ,兆驰股份,2010年6月10日,2020年1月1日,3492,0,2.3601,3.7661,3.236,3.3869,2.2178,3.7661,5.1089,4.4148,11.0003,0.9774,2.8425,7.278,0.7293,1.73,1.5513,53.4801,12.8556,0.6626,1.1496,111.0897,-31.1347,5.8258,12.3155,-1090329953,0.0899,4.8068,0.0984,1.9258,-0.2409,0.0374
002438.SZ,江苏神通,2010年6月23日,2020年1月1日,3479,0,3.3324,8.9222,9.5032,11.1087,4.0002,8.9222,5.7308,2.1759,1.8011,0.5536,2.2386,1.1041,0.3507,1.5293,0.9711,45.2949,8.7331,0.2761,0.828,154.3643,65.6168,6.5186,13.4375,18342794.61,0.0966,4.3742,0.2142,3.7122,0.0378,1.6756
300089.SZ,文化长城,2010年6月25日,2020年1月1日,3477,0,6.1177,20.9226,18.6149,25.5597,6.7879,20.9226,8.5561,4.3254,4.3137,0.916,2.4399,3.8878,0.3286,1.0434,0.9159,44.5703,0.5139,0.2794,0.8041,163.801,197.7792,31.4681,62.5813,-118513083.8,0.0783,3.4911,0.43,4.977,-0.2464,2.8033
300101.SZ,振芯科技,2010年8月6日,2020年1月1日,3435,0,1.423,4.4039,4.5282,5.5082,1.8278,4.4039,1.7372,1.2589,5.8366,0.436,0.793,1.0562,0.3143,3.9843,3.1726,28.7614,1.7205,1.7547,0.4037,-17.1143,-52.1274,7.5779,21.0223,196773345,0.1956,5.6258,0.0291,1.6641,0.3518,0.2191
300111.SZ,向日葵,2010年8月27日,2020年1月1日,3414,0,-56.1516,-115.6844,-177.3309,-137.0897,-76.0155,-115.6844,-580.1426,1.9497,0.7001,0.6674,0.587,5.3984,0.3166,1.1332,1.0774,87.8352,0.366,0.3272,7.2205,-63.9646,-5490.6475,-84.9626,-45.9737,76021229.96,0.0505,4.4343,-1.02,0.1765,0.0679,0.2181
002465.SZ,海格通信,2010年8月31日,2020年1月1日,3410,0,3.8242,10.6199,10.9738,14.6385,4.2106,10.6199,5.1064,1.6927,3.1921,0.5469,1.7642,1.4745,0.3485,3.6014,2.8448,23.2091,1.7205,0.7719,0.3022,6.9148,30.9394,3.4009,-2.6372,-273757081.7,0.2352,5.459,0.1865,3.6519,-0.1187,1.6697
300116.SZ,坚瑞沃能,2010年9月2日,2020年1月1日,3408,0,-16.7427,-87.2563,-98.6941,-63.5417,-16.225,-87.2563,-1560.7404,0.4608,1.4417,0.2304,1.6433,1.0092,0.1696,0.8633,0.7183,98.8606,-0.0111,0.065,86.7639,587.6133,-5.6451,-93.9216,-40.3912,-338912613.7,0.0167,1.6467,-1.61,0.1034,-0.1393,2.0355
300121.SZ,阳谷华泰,2010年9月17日,2020年1月1日,3393,0,19.7212,22.0625,17.6399,23.1851,22.3679,22.0625,21.5252,4.3459,4.418,1.7757,5.5499,7.9469,1.118,3.5302,2.9831,18.7857,1.7205,1.3715,0.2313,142.0768,80.4295,99.3932,29.3886,320315911.7,1.1177,20.9966,1.01,4.5481,0.8539,1.7351
002491.SZ,通鼎互联,2010年10月21日,2020年1月1日,3359,0,5.947,14.4573,12.7392,15.0924,7.5233,14.4573,11.0123,2.4659,2.9389,0.9057,3.5237,2.6933,0.4668,1.2336,0.9486,50.1542,1.5144,0.4278,1.0062,42.374,-8.3808,11.9567,19.6914,31130836.24,0.0235,1.1789,0.4475,4.0635,0.0247,1.0638
002495.SZ,佳隆股份,2010年11月2日,2020年1月1日,3347,0,2.8012,13.6961,11.034,13.9422,3.1296,13.6961,3.0301,46.6092,0.5957,1.1082,0.3409,4.6485,0.2539,3.3125,2.8339,9.821,1.7205,2.4073,0.1089,-4.4872,64.347,2.2752,5.1545,-14989811.1,0.6355,6.2417,0.0376,1.2414,-0.016,0.0587
300137.SZ,先河环保,2010年11月5日,2020年1月1日,3344,0,11.6396,22.5745,19.447,27.0049,12.4451,22.5745,14.3473,3.0854,5.5636,0.8137,2.4937,1.5344,0.5985,3.0724,2.2869,24.6569,1.7205,0.9518,0.3273,118.7566,33.9085,12.8482,16.4817,-241728.14,-0.1186,-2.925,0.47,3.2815,-4.00E-04,0.855
300142.SZ,沃森生物,2010年11月12日,2020年1月1日,3337,0,16.2082,141.6628,120.8916,159.0777,16.5861,141.6628,22.8727,2.3929,1.0904,0.2753,0.5718,0.7712,0.1341,2.695,2.5411,27.3768,1.7205,1.6177,0.377,-12.6222,290.3636,51.0934,23.163,1267208760,-0.0329,-0.9013,0.6805,2.9751,0.8242,1.6685
002516.SZ,旷达科技,2010年12月7日,2020年1月1日,3312,0,4.8932,16.4711,12.8273,15.659,6.5227,16.4711,6.1191,2.8526,1.1183,0.6821,1.1759,5.8659,0.3815,4.5814,4.167,11.8335,1.7205,1.1049,0.1342,-5.0433,-39.9408,-6.6364,-11.8931,-488544923.9,0.4449,5.2651,0.1544,2.5233,-0.3252,0.7594
300154.SZ,瑞凌股份,2010年12月29日,2020年1月1日,3290,0,5.5171,21.5262,18.0259,24.8471,5.1902,21.5262,6.6576,13.0565,6.9068,0.3334,1.2665,3.4399,0.3061,6.2762,5.8663,15.6527,1.7205,4.8863,0.1856,4.5072,26.6266,3.1326,2.1676,-291861630.9,0.1109,1.7365,0.24,3.5293,-0.64,1.6124
002532.SZ,新界泵业,2010年12月31日,2020年1月1日,3288,0,6.6453,10.3294,8.7882,10.3793,8.1047,10.3294,9.4823,11.2704,2.1994,1.8821,2.9791,3.2582,0.7562,1.4251,0.7966,28.1878,1.7205,0.4659,0.3925,30.7301,-1.2904,-2.4799,-0.1844,-8183699.04,0.2728,7.6906,0.26,2.7427,-0.0163,0.2658
300156.SZ,神雾环保,2011年1月7日,2020年1月1日,3281,0,-23.3932,-2593.8887,-2914.6029,-463.4948,-22.8326,-2593.8887,-116.1568,0.03,0.379,0.0089,0.0507,0.0116,0.008,1.2532,0.9081,77.2268,0.6531,0.0026,3.3911,-95.7805,-521.3733,-53.7373,-20.7334,-359164905,-0.0874,-6.753,-1.48,1.2733,-0.3556,0.3476
300158.SZ,振东制药,2011年1月7日,2020年1月1日,3281,0,-2.0306,-2.4537,-4.4017,-4.6186,-0.8431,-2.4537,-2.7525,2.3735,3.3099,1.0292,3.3282,2.2345,0.4613,2.2256,1.8279,25.6515,1.7205,0.6721,0.345,51.1764,-151.8205,-3.3286,-5.2662,83875520.6,0.0835,2.1418,-0.1424,5.2134,0.0816,3.6616
300161.SZ,华中数控,2011年1月13日,2020年1月1日,3275,0,0.4441,0.7545,1.3007,1.3646,1.0592,0.7545,1.4395,1.4732,2.5477,0.476,4.7439,1.2253,0.3415,1.8673,1.384,43.638,1.7205,0.6633,0.7742,48.8145,-70.4525,1.1546,6.3809,98966275.43,0.1239,5.4068,0.0966,6.7084,0.5728,4.4258
